source,query,title,authors,year,doi,venue,url,relevance_score,notes
crossref,robot sim to real adaptation,iterative residual tuning for system identification and sim-to-real robot learning,Allevato; Schaertl Short; Pryor; Thomaz,2020,10.1007/s10514-020-09925-w,Autonomous Robots,https://doi.org/10.1007/s10514-020-09925-w,4,
crossref,robot sim to real adaptation,meta reinforcement learning for sim-to-real domain adaptation,Arndt; Hazara; Ghadirzadeh; Kyrki,2020,10.1109/icra40945.2020.9196540,2020 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra40945.2020.9196540,4,
crossref,robot adaptation drift,"review for ""host genetic drift and adaptation in the evolution and maintenance of parasite resistance""",,2020,10.1111/jeb.13785/v1/review1,,https://doi.org/10.1111/jeb.13785/v1/review1,4,
crossref,robot sim to real adaptation,scalable sim-to-real transfer of soft robot designs,Kriegman; Nasab; Shah; Steele; Branin; Levin,2020,10.1109/robosoft48309.2020.9116004,2020 3rd IEEE International Conference on Soft Robotics (RoboSoft),https://doi.org/10.1109/robosoft48309.2020.9116004,4,
crossref,robot self calibration manipulation,self-supervised 6d object pose estimation for robot manipulation,Deng; Xiang; Mousavian; Eppner; Bretl; Fox,2020,10.1109/icra40945.2020.9196714,2020 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra40945.2020.9196714,4,
crossref,robot continual learning manipulation,self-supervised learning of robot manipulation,Tommy; R.,2020,10.1109/icacr51161.2020.9265507,"2020 4th International Conference on Automation, Control and Robots (ICACR)",https://doi.org/10.1109/icacr51161.2020.9265507,4,
crossref,robot sim to real adaptation,sim-to-real transfer with incremental environment complexity for reinforcement learning of depth-based robot navigation,Chaffre; Moras; Chan-Hon-Tong; Marzat,2020,10.5220/0009821603140323,"Proceedings of the 17th International Conference on Informatics in Control, Automation and Robotics",https://doi.org/10.5220/0009821603140323,4,
crossref,robot sim to real adaptation,sim-to-real with domain randomization for tumbling robot control,Schwartzwald; Papanikolopoulos,2020,10.1109/iros45743.2020.9341057,2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://doi.org/10.1109/iros45743.2020.9341057,4,
crossref,robot self calibration manipulation,teleoperating a mobile manipulation using a uav camera without robot self-occlusions,Claret; Basañez,2020,10.17979/spudc.9788497497169.694,"XL Jornadas de Automática: libro de actas (Ferrol, 4-6 de septiembre de 2019)",https://doi.org/10.17979/spudc.9788497497169.694,4,
crossref,robot sim to real adaptation,towards closing the sim-to-real gap in collaborative multi-robot deep reinforcement learning,Zhao; Queralta; Qingqing; Westerlund,2020,10.1109/icrae50850.2020.9310796,2020 5th International Conference on Robotics and Automation Engineering (ICRAE),https://doi.org/10.1109/icrae50850.2020.9310796,4,
crossref,robot adaptability physical drift,virtual reality study of human adaptability in industrial human-robot collaboration,Fratczak; Goh; Kinnell; Justham; Soltoggio,2020,10.1109/ichms49158.2020.9209558,2020 IEEE International Conference on Human-Machine Systems (ICHMS),https://doi.org/10.1109/ichms49158.2020.9209558,4,
crossref,robot sim to real adaptation,a conformal mapping-based framework for robot-to-robot and sim-to-real transfer learning,Gao; Bezzo,2021,10.1109/iros51168.2021.9636682,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://doi.org/10.1109/iros51168.2021.9636682,4,
crossref,robot maintenance learning,arc-lfd: using augmented reality for interactive long-term robot skill maintenance via constrained learning from demonstration,Luebbers; Brooks; Mueller; Szafir; Hayes,2021,10.1109/icra48506.2021.9561844,2021 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra48506.2021.9561844,4,
crossref,robot self calibration manipulation,autonomous robot-aided optical manipulation for biological cells,,2021,10.1016/c2020-0-00283-5,,https://doi.org/10.1016/c2020-0-00283-5,4,
crossref,robot continual learning manipulation,behavior self-organization supports task inference for continual robot learning,Burhan Hafez; Wermter,2021,10.1109/iros51168.2021.9636297,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://doi.org/10.1109/iros51168.2021.9636297,4,
crossref,robot self calibration manipulation,biologically inspired robot body models and self-calibration,Hoffmann,2021,10.1007/978-3-642-41610-1_201-1,Encyclopedia of Robotics,https://doi.org/10.1007/978-3-642-41610-1_201-1,4,
crossref,robot sim to real adaptation,da4event: towards bridging the sim-to-real gap for event cameras using domain adaptation,Planamente; Plizzari; Cannici; Ciccone; Strada; Bottino,2021,10.1109/lra.2021.3093870,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2021.3093870,4,
crossref,robot adaptation drift,"decision letter for ""host genetic drift and adaptation in the evolution and maintenance of parasite resistance""",,2021,10.1111/jeb.13785/v2/decision1,,https://doi.org/10.1111/jeb.13785/v2/decision1,4,
crossref,robot sim to real adaptation,environmental adaptation of robot morphology and control through real-world evolution,Nygaard; Martin; Howard; Torresen; Glette,2021,10.1162/evco_a_00291,Evolutionary Computation,https://doi.org/10.1162/evco_a_00291,4,
crossref,robot self calibration manipulation,fluid series elastic force control for robot manipulation,Wang,2021,10.17760/d20324057,,https://doi.org/10.17760/d20324057,4,
crossref,robot lifelong learning manipulation,"learning then, learning now, and every second in between: lifelong learning with a simulated humanoid robot",Logacjov; Kerzel; Wermter,2021,10.3389/fnbot.2021.669534,Frontiers in Neurorobotics,https://doi.org/10.3389/fnbot.2021.669534,4,
crossref,robot sim to real adaptation,lidar data noise models and methodology for sim-to-real domain generalization and adaptation in autonomous driving perception,Espadinha; Lebedev; Lukic; Bernardino,2021,10.1109/iv48863.2021.9576034,2021 IEEE Intelligent Vehicles Symposium (IV),https://doi.org/10.1109/iv48863.2021.9576034,4,
crossref,robot self calibration manipulation,"manipulation for self-identification, and self-identification for better manipulation",Hang; Bircher; Morgan; Dollar,2021,10.1126/scirobotics.abe1321,Science Robotics,https://doi.org/10.1126/scirobotics.abe1321,4,
crossref,robot sim to real adaptation,real-to-sim registration of deformable soft tissue with position-based dynamics for surgical robot autonomy,Liu; Li; Han; Lu; Richter; Yip,2021,10.1109/icra48506.2021.9561177,2021 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra48506.2021.9561177,4,
crossref,robot adaptation drift,separating adaptation from drift: a cautionary tale from a self-fertilizing plant,Haag,2021,10.24072/pci.evolbiol.100128,Peer Community in Evolutionary Biology,https://doi.org/10.24072/pci.evolbiol.100128,4,
crossref,robot sim to real adaptation,sim-to-real transfer with action mapping and state prediction for robot motion control,Zhu; Zheng; Zhang; Chen; Liu; Liang,2021,10.1109/acirs52449.2021.9519311,2021 6th Asia-Pacific Conference on Intelligent Robot Systems (ACIRS),https://doi.org/10.1109/acirs52449.2021.9519311,4,
crossref,robot sim to real adaptation,sim-to-real visual grasping via state representation learning based on combining pixel-level and feature-level domain adaptation,Park; Lee; Suh,2021,10.1109/icra48506.2021.9561302,2021 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra48506.2021.9561302,4,
crossref,robot self calibration manipulation,"spatial calibration of whole-body artificial skin on a humanoid robot: comparing self-contact, 3d reconstruction, and cad-based calibration",Rustler; Potocna; Polic; Stepanova; Hoffmann,2021,10.1109/humanoids47582.2021.9555806,2020 IEEE-RAS 20th International Conference on Humanoid Robots (Humanoids),https://doi.org/10.1109/humanoids47582.2021.9555806,4,
crossref,robot sim to real adaptation,a machine learning approach to minimization of the sim-to-real gap via precise dynamics modeling of a fast moving robot,Kanwischer; Urbann,2022,10.1109/icarcv57592.2022.10004376,"2022 17th International Conference on Control, Automation, Robotics and Vision (ICARCV)",https://doi.org/10.1109/icarcv57592.2022.10004376,4,
crossref,robot sim to real adaptation,ack-less rate adaptation for ieee 802.11bc enhanced broadcast services using sim-to-real deep reinforcement learning,Kanda; Koda; Yamamoto; Nishio,2022,10.1109/ccnc49033.2022.9700707,2022 IEEE 19th Annual Consumer Communications &amp; Networking Conference (CCNC),https://doi.org/10.1109/ccnc49033.2022.9700707,4,
crossref,robot sim to real adaptation,closing the reality gap with unsupervised sim-to-real image translation,Blumenkamp; Baude; Laue,2022,10.1007/978-3-030-98682-7_11,Lecture Notes in Computer Science,https://doi.org/10.1007/978-3-030-98682-7_11,4,
crossref,robot continual learning manipulation,continual learning for adaptive affective human-robot interaction,Maharjan,2022,10.1109/aciiw57231.2022.10086015,2022 10th International Conference on Affective Computing and Intelligent Interaction Workshops and Demos (ACIIW),https://doi.org/10.1109/aciiw57231.2022.10086015,4,
crossref,robot continual learning manipulation,continual learning in real-life applications,Graffieti; Borghi; Maltoni,2022,10.1109/lra.2022.3167736,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2022.3167736,4,
crossref,robot calibration drift,exploiting augmented reality for extrinsic robot calibration and eye-based human-robot collaboration,Weber; Kasneci; Zell,2022,10.1109/hri53351.2022.9889538,2022 17th ACM/IEEE International Conference on Human-Robot Interaction (HRI),https://doi.org/10.1109/hri53351.2022.9889538,4,
crossref,robot sim to real adaptation,human-robot shared control for surgical robot based on context-aware sim-to-real adaptation,Zhang; Wu; Chen; Zhu; Munawar; Xiao,2022,10.1109/icra46639.2022.9812379,2022 International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra46639.2022.9812379,4,
crossref,robot continual learning manipulation,improving pedestrian prediction models with self-supervised continual learning,Knoedler; Salmi; Zhu; Brito; Alonso-Mora,2022,10.1109/lra.2022.3148475,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2022.3148475,4,
crossref,robot sim to real adaptation,infra sim-to-real: an efficient baseline and dataset for infrastructure based online object detection and tracking using domain adaptation,Shyam; Mishra; Yoon; Kim,2022,10.1109/iv51971.2022.9827395,2022 IEEE Intelligent Vehicles Symposium (IV),https://doi.org/10.1109/iv51971.2022.9827395,4,
crossref,robot self calibration manipulation,kinematic calibration in local assembly space of a six-axis industrial robot for precise assembly,Shi; Wang; Tian; Shi; Zhao; Zhang,2022,10.1109/3m-nano56083.2022.9941703,"2022 IEEE International Conference on Manipulation, Manufacturing and Measurement on the Nanoscale (3M-NANO)",https://doi.org/10.1109/3m-nano56083.2022.9941703,4,
crossref,robot sim to real adaptation,pose estimation for robot manipulators via keypoint optimization and sim-to-real transfer,Lu; Richter; Yip,2022,10.1109/lra.2022.3151981,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2022.3151981,4,
crossref,robot sim to real adaptation,reinforcement learning based hierarchical control for path tracking of a wheeled bipedal robot with sim-to-real framework,Zhu; Raza; Hayashibe,2022,10.1109/sii52469.2022.9708882,2022 IEEE/SICE International Symposium on System Integration (SII),https://doi.org/10.1109/sii52469.2022.9708882,4,
crossref,robot sim to real adaptation,sim-to-real domain adaptation for lane detection and classification in autonomous driving,Hu; Hudson; Ethier; Al-Sharman; Rayside; Melek,2022,10.1109/iv51971.2022.9827450,2022 IEEE Intelligent Vehicles Symposium (IV),https://doi.org/10.1109/iv51971.2022.9827450,4,
crossref,robot sim to real adaptation,sim–real mapping of an image-based robot arm controller using deep reinforcement learning,Sasaki; Muguro; Kitano; Njeri; Matsushita,2022,10.3390/app122010277,Applied Sciences,https://doi.org/10.3390/app122010277,4,
crossref,robot sim to real adaptation,supp2-3176410.mp4,,2022,10.1109/tnsre.2022.3176410/mm1,,https://doi.org/10.1109/tnsre.2022.3176410/mm1,4,
crossref,robot self calibration manipulation,tableware tidying-up robot system for self-service restaurant–detection and manipulation of leftover food and tableware-,Zhu; Seki; Tsuji; Hiramitsu,2022,10.3390/s22187006,Sensors,https://doi.org/10.3390/s22187006,4,
crossref,dexterous manipulation adaptation,"tactile sensing, skill learning, and robotic dexterous manipulation",,2022,10.1016/c2020-0-02663-0,,https://doi.org/10.1016/c2020-0-02663-0,4,
crossref,robot self calibration manipulation,a novel one-click hand-eye calibration method for robot manipulation with learning-based 3d vision,Li; Du; Yang; Zhang,2023,10.2139/ssrn.4379718,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.4379718,4,
crossref,robot self calibration manipulation,a regularization ensemble based on levenberg–marquardt algorithm for robot calibration,Luo; Li; Jin; Li,2023,10.1007/978-981-99-5766-8_5,SpringerBriefs in Computer Science,https://doi.org/10.1007/978-981-99-5766-8_5,4,
crossref,robot sim to real adaptation,attention for robot touch: tactile saliency prediction for robust sim-to-real tactile control,Lin; Comi; Church; Zhang; Lepora,2023,10.1109/iros55552.2023.10341888,2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://doi.org/10.1109/iros55552.2023.10341888,4,
